id,protein_id,tissue,gender,tpm,tpm_rank,tpm_rank_bysex,tpm_level,tpm_level_bysex,tpm_f,tpm_m,log2foldchange,tau,tau_bysex,uberon_id
1367514,3705,Artery - Tibial,F,128.9,0.898,0.902,High,High,128.9,137.35,-0.091,0.699,0.684,UBERON:0007610
1367518,3705,Brain - Amygdala,F,29.67,0.204,0.216,Low,Low,29.67,22.295,0.397,0.699,0.684,UBERON:0001876
1367520,3705,Brain - Anterior cingulate cortex (BA24),F,27.82,0.173,0.157,Low,Low,27.82,32.38,-0.212,0.699,0.684,UBERON:0009835
1367522,3705,Brain - Caudate (basal ganglia),F,28.48,0.194,0.196,Low,Low,28.48,27.495,0.049,0.699,0.684,UBERON:0002420
1367524,3705,Brain - Cerebellar Hemisphere,F,50.92,0.429,0.412,Medium,Medium,50.92,54.95,-0.108,0.699,0.684,UBERON:0002245
1367526,3705,Brain - Cerebellum,F,63.235,0.52,0.471,Medium,Medium,63.235,70.125,-0.147,0.699,0.684,UBERON:0002037
1367528,3705,Brain - Cortex,F,49.37,0.398,0.373,Medium,Medium,49.37,51.615,-0.063,0.699,0.684,UBERON:0000956
1367530,3705,Brain - Frontal Cortex (BA9),F,41.705,0.327,0.294,Medium,Medium,41.705,39.53,0.075,0.699,0.684,UBERON:0001870
1367532,3705,Brain - Hippocampus,F,23.36,0.122,0.118,Low,Low,23.36,25.58,-0.126,0.699,0.684,UBERON:0022430
1367534,3705,Brain - Hypothalamus,F,28.29,0.184,0.176,Low,Low,28.29,30.99,-0.127,0.699,0.684,UBERON:0001898
1367536,3705,Brain - Nucleus accumbens (basal ganglia),F,30.845,0.214,0.235,Low,Low,30.845,32.18,-0.059,0.699,0.684,UBERON:0001882
1367538,3705,Brain - Putamen (basal ganglia),F,18.52,0.031,0.039,Low,Low,18.52,22.025,-0.238,0.699,0.684,UBERON:0001874
1367540,3705,Brain - Spinal cord (cervical c-1),F,24.625,0.133,0.137,Low,Low,24.625,22.53,0.123,0.699,0.684,UBERON:0006469
1367542,3705,Brain - Substantia nigra,F,19.86,0.041,0.059,Low,Low,19.86,21.33,-0.098,0.699,0.684,UBERON:0002038
1367544,3705,Breast - Mammary Tissue,F,70.22,0.571,0.529,Medium,Medium,70.22,59.235,0.242,0.699,0.684,UBERON:0001911
1367552,3705,Colon - Sigmoid,F,88.645,0.673,0.647,Medium,Medium,88.645,98.01,-0.143,0.699,0.684,UBERON:0001159
1367554,3705,Colon - Transverse,F,74.885,0.602,0.569,Medium,Medium,74.885,69.6,0.104,0.699,0.684,UBERON:0001157
1367556,3705,Esophagus - Gastroesophageal Junction,F,104.3,0.786,0.765,High,High,104.3,101.05,0.045,0.699,0.684,UBERON:0007650
1367558,3705,Esophagus - Mucosa,F,76.9,0.612,0.588,Medium,Medium,76.9,77.62,-0.013,0.699,0.684,UBERON:0002469
1367560,3705,Esophagus - Muscularis,F,100.395,0.755,0.725,High,Medium,100.395,96.85,0.051,0.699,0.684,UBERON:0004648
1367562,3705,Fallopian Tube,F,112.6,0.796,0.784,High,High,,,,0.699,0.684,UBERON:0003889
1367563,3705,Heart - Atrial Appendage,F,37.64,0.296,0.275,Medium,Medium,37.64,37.065,0.022,0.699,0.684,UBERON:0006618
1367565,3705,Heart - Left Ventricle,F,47.15,0.367,0.333,Medium,Medium,47.15,44.99,0.066,0.699,0.684,UBERON:0002084
1367567,3705,Kidney - Cortex,F,85.86,0.663,0.627,Medium,Medium,85.86,37.115,1.188,0.699,0.684,UBERON:0001225
1367569,3705,Liver,F,21.8,0.071,0.078,Low,Low,21.8,21.68,0.008,0.699,0.684,UBERON:0002107
1367571,3705,Lung,F,90.87,0.694,0.686,Medium,Medium,90.87,93.39,-0.039,0.699,0.684,UBERON:0002048
1367573,3705,Minor Salivary Gland,F,66.87,0.541,0.51,Medium,Medium,66.87,58.855,0.181,0.699,0.684,UBERON:0001830
1367575,3705,Muscle - Skeletal,F,152.4,0.959,0.961,High,High,152.4,146.95,0.052,0.699,0.684,UBERON:0001134
1367577,3705,Nerve - Tibial,F,230.2,0.99,1,High,High,230.2,237.2,-0.043,0.699,0.684,UBERON:0001323
1367579,3705,Ovary,F,91.34,0.704,0.706,Medium,Medium,,,,0.699,0.684,UBERON:0000992
1367580,3705,Pancreas,F,16.645,0.01,0.02,Low,Low,16.645,17.265,-0.05,0.699,0.684,UBERON:0001264
1367582,3705,Pituitary,F,63.58,0.531,0.49,Medium,Medium,63.58,59.655,0.09,0.699,0.684,UBERON:0000007
1367584,3705,Prostate,M,96.2,0.724,0.745,Medium,Medium,,,,0.699,0.719,UBERON:0002367
1367585,3705,Skin - Not Sun Exposed (Suprapubic),F,127.5,0.888,0.882,High,High,127.5,114.2,0.158,0.699,0.684,UBERON:0002097
1367587,3705,Skin - Sun Exposed (Lower leg),F,121.7,0.837,0.824,High,High,121.7,117.1,0.055,0.699,0.684,UBERON:002097
1367589,3705,Small Intestine - Terminal Ileum,F,79.37,0.633,0.608,Medium,Medium,79.37,84.73,-0.093,0.699,0.684,UBERON:0002116
1367591,3705,Spleen,F,72.92,0.592,0.549,Medium,Medium,72.92,83.93,-0.2,0.699,0.684,UBERON:0002106
1367593,3705,Stomach,F,48.555,0.388,0.353,Medium,Medium,48.555,48.545,0,0.699,0.684,UBERON:0000945
1367595,3705,Testis,M,32.895,0.255,0.277,Medium,Medium,,,,0.699,0.719,UBERON:0000473
1367596,3705,Thyroid,F,50.76,0.418,0.392,Medium,Medium,50.76,50.71,0.001,0.699,0.684,UBERON:0002046
1367598,3705,Uterus,F,124.9,0.872,0.863,High,High,,,,0.699,0.684,UBERON:0000995
1367599,3705,Vagina,F,100.95,0.765,0.745,High,Medium,,,,0.699,0.684,UBERON:0000996
1367600,3705,Whole Blood,F,36.77,0.265,0.255,Medium,Medium,36.77,40.57,-0.138,0.699,0.684,UBERON:0000178
468380,4155,Adipose - Subcutaneous,F,11.64,0.714,0.706,Medium,Medium,11.64,11.94,-0.034,0.615,0.486,UBERON:0002190
468382,4155,Adipose - Visceral (Omentum),F,10.345,0.653,0.647,Medium,Medium,10.345,10.515,-0.021,0.615,0.486,UBERON:0014454
468384,4155,Adrenal Gland,F,18.64,0.98,1,High,High,18.64,16.9,0.134,0.615,0.486,UBERON:0002369
468386,4155,Artery - Aorta,F,10.13,0.633,0.608,Medium,Medium,10.13,9.663,0.062,0.615,0.486,UBERON:0000947
468388,4155,Artery - Coronary,F,14.82,0.872,0.863,High,High,14.82,13.51,0.125,0.615,0.486,UBERON:0001621
468390,4155,Artery - Tibial,F,16.16,0.918,0.922,High,High,16.16,14.82,0.117,0.615,0.486,UBERON:0007610
468394,4155,Brain - Amygdala,F,4.883,0.102,0.098,Low,Low,4.883,4.716,0.042,0.615,0.486,UBERON:0001876
468396,4155,Brain - Anterior cingulate cortex (BA24),F,4.54,0.071,0.078,Low,Low,4.54,4.313,0.06,0.615,0.486,UBERON:0009835
468398,4155,Brain - Caudate (basal ganglia),F,5.368,0.143,0.118,Low,Low,5.368,5.366,0,0.615,0.486,UBERON:0002420
468400,4155,Brain - Cerebellar Hemisphere,F,7.667,0.418,0.412,Medium,Medium,7.667,7.988,-0.052,0.615,0.486,UBERON:0002245
468402,4155,Brain - Cerebellum,F,7.302,0.357,0.373,Medium,Medium,7.302,6.812,0.088,0.615,0.486,UBERON:0002037
468404,4155,Brain - Cortex,F,5.689,0.173,0.157,Low,Low,5.689,5.138,0.124,0.615,0.486,UBERON:0000956
468406,4155,Brain - Frontal Cortex (BA9),F,6.117,0.214,0.216,Low,Low,6.117,5.963,0.032,0.615,0.486,UBERON:0001870
468408,4155,Brain - Hippocampus,F,4.498,0.061,0.059,Low,Low,4.498,4.871,-0.095,0.615,0.486,UBERON:0022430
468410,4155,Brain - Hypothalamus,F,6.024,0.204,0.196,Low,Low,6.024,6.876,-0.165,0.615,0.486,UBERON:0001898
468412,4155,Brain - Nucleus accumbens (basal ganglia),F,6.66,0.286,0.275,Medium,Medium,6.66,6.452,0.04,0.615,0.486,UBERON:0001882
468414,4155,Brain - Putamen (basal ganglia),F,4.47,0.041,0.039,Low,Low,4.47,4.472,-0.001,0.615,0.486,UBERON:0001874
468416,4155,Brain - Spinal cord (cervical c-1),F,9.684,0.582,0.549,Medium,Medium,9.684,11.95,-0.278,0.615,0.486,UBERON:0006469
468418,4155,Brain - Substantia nigra,F,5.444,0.153,0.137,Low,Low,5.444,5.189,0.058,0.615,0.486,UBERON:0002038
468420,4155,Breast - Mammary Tissue,F,13.19,0.776,0.784,High,High,13.19,11.495,0.184,0.615,0.486,UBERON:0001911
468428,4155,Colon - Sigmoid,F,8.813,0.51,0.49,Medium,Medium,8.813,9.148,-0.048,0.615,0.486,UBERON:0001159
468430,4155,Colon - Transverse,F,7.218,0.337,0.333,Medium,Medium,7.218,7.418,-0.035,0.615,0.486,UBERON:0001157
468432,4155,Esophagus - Gastroesophageal Junction,F,8.201,0.469,0.451,Medium,Medium,8.201,7.642,0.09,0.615,0.486,UBERON:0007650
468434,4155,Esophagus - Mucosa,F,7.808,0.429,0.431,Medium,Medium,7.808,8.209,-0.064,0.615,0.486,UBERON:0002469
468436,4155,Esophagus - Muscularis,F,8.727,0.5,0.471,Medium,Medium,8.727,8.359,0.056,0.615,0.486,UBERON:0004648
468438,4155,Fallopian Tube,F,12.69,0.765,0.765,High,High,,,,0.615,0.486,UBERON:0003889
468439,4155,Heart - Atrial Appendage,F,7.257,0.347,0.353,Medium,Medium,7.257,7.467,-0.036,0.615,0.486,UBERON:0006618
468441,4155,Heart - Left Ventricle,F,7.03,0.327,0.314,Medium,Medium,7.03,6.265,0.144,0.615,0.486,UBERON:0002084
468443,4155,Kidney - Cortex,F,11.23,0.684,0.667,Medium,Medium,11.23,7.993,0.444,0.615,0.486,UBERON:0001225
468445,4155,Liver,F,5.911,0.184,0.176,Low,Low,5.911,5.614,0.063,0.615,0.486,UBERON:0002107
468447,4155,Lung,F,9.948,0.612,0.588,Medium,Medium,9.948,10.01,-0.008,0.615,0.486,UBERON:0002048
468449,4155,Minor Salivary Gland,F,10.16,0.643,0.627,Medium,Medium,10.16,11.11,-0.118,0.615,0.486,UBERON:0001830
468451,4155,Muscle - Skeletal,F,6.281,0.245,0.235,Low,Low,6.281,6.19,0.018,0.615,0.486,UBERON:0001134
468453,4155,Nerve - Tibial,F,14.31,0.827,0.843,High,High,14.31,14.47,-0.015,0.615,0.486,UBERON:0001323
468455,4155,Ovary,F,18.41,0.969,0.98,High,High,,,,0.615,0.486,UBERON:0000992
468456,4155,Pancreas,F,7.587,0.398,0.392,Medium,Medium,7.587,8.146,-0.091,0.615,0.486,UBERON:0001264
468458,4155,Pituitary,F,15.76,0.908,0.902,High,High,15.76,15.545,0.019,0.615,0.486,UBERON:0000007
468460,4155,Prostate,M,13.57,0.796,0.809,High,High,,,,0.615,0.626,UBERON:0002367
468461,4155,Skin - Not Sun Exposed (Suprapubic),F,9.334,0.551,0.529,Medium,Medium,9.334,9.142,0.027,0.615,0.486,UBERON:0002097
468463,4155,Skin - Sun Exposed (Lower leg),F,9.208,0.541,0.51,Medium,Medium,9.208,9.543,-0.047,0.615,0.486,UBERON:002097
468465,4155,Small Intestine - Terminal Ileum,F,6.475,0.265,0.255,Medium,Medium,6.475,6.543,-0.013,0.615,0.486,UBERON:0002116
468467,4155,Spleen,F,9.945,0.602,0.569,Medium,Medium,9.945,9.735,0.028,0.615,0.486,UBERON:0002106
468469,4155,Stomach,F,6.942,0.316,0.294,Medium,Medium,6.942,7.328,-0.068,0.615,0.486,UBERON:0000945
468471,4155,Testis,M,24.68,1,1,High,High,,,,0.615,0.626,UBERON:0000473
468472,4155,Thyroid,F,13.59,0.806,0.804,High,High,13.59,14.45,-0.083,0.615,0.486,UBERON:0002046
468474,4155,Uterus,F,13.84,0.816,0.824,High,High,,,,0.615,0.486,UBERON:0000995
468475,4155,Vagina,F,11.29,0.694,0.686,Medium,Medium,,,,0.615,0.486,UBERON:0000996
468476,4155,Whole Blood,F,1.272,0.02,0.02,Low,Low,1.272,1.259,0.008,0.615,0.486,UBERON:0000178
248143,4308,Adipose - Subcutaneous,F,19.71,0.582,0.549,Medium,Medium,19.71,20.12,-0.028,0.658,0.622,UBERON:0002190
248145,4308,Adipose - Visceral (Omentum),F,17.115,0.5,0.471,Medium,Medium,17.115,17.495,-0.03,0.658,0.622,UBERON:0014454
248147,4308,Adrenal Gland,F,7.965,0.306,0.275,Medium,Medium,7.965,7.851,0.018,0.658,0.622,UBERON:0002369
248149,4308,Artery - Aorta,F,20.43,0.633,0.588,Medium,Medium,20.43,21.34,-0.06,0.658,0.622,UBERON:0000947
248151,4308,Artery - Coronary,F,20.83,0.643,0.608,Medium,Medium,20.83,20.32,0.034,0.658,0.622,UBERON:0001621
248153,4308,Artery - Tibial,F,25.31,0.816,0.804,High,High,25.31,25.35,-0.002,0.658,0.622,UBERON:0007610
248157,4308,Brain - Amygdala,F,4.657,0.082,0.059,Low,Low,4.657,3.788,0.241,0.658,0.622,UBERON:0001876
248159,4308,Brain - Anterior cingulate cortex (BA24),F,4.676,0.092,0.078,Low,Low,4.676,4.273,0.106,0.658,0.622,UBERON:0009835
248161,4308,Brain - Caudate (basal ganglia),F,5.432,0.173,0.157,Low,Low,5.432,4.898,0.125,0.658,0.622,UBERON:0002420
248163,4308,Brain - Cerebellar Hemisphere,F,22.51,0.765,0.725,High,Medium,22.51,21.26,0.079,0.658,0.622,UBERON:0002245
248165,4308,Brain - Cerebellum,F,22.05,0.745,0.706,Medium,Medium,22.05,23.915,-0.112,0.658,0.622,UBERON:0002037
248167,4308,Brain - Cortex,F,6.537,0.255,0.235,Medium,Low,6.537,6.372,0.032,0.658,0.622,UBERON:0000956
248169,4308,Brain - Frontal Cortex (BA9),F,5.49,0.184,0.176,Low,Low,5.49,6.296,-0.169,0.658,0.622,UBERON:0001870
248171,4308,Brain - Hippocampus,F,4.562,0.061,0.039,Low,Low,4.562,4.481,0.021,0.658,0.622,UBERON:0022430
248173,4308,Brain - Hypothalamus,F,5.331,0.143,0.098,Low,Low,5.331,5.996,-0.144,0.658,0.622,UBERON:0001898
248175,4308,Brain - Nucleus accumbens (basal ganglia),F,5.385,0.163,0.137,Low,Low,5.385,5.077,0.071,0.658,0.622,UBERON:0001882
248177,4308,Brain - Putamen (basal ganglia),F,4.28,0.041,0.02,Low,Low,4.28,4.129,0.042,0.658,0.622,UBERON:0001874
248179,4308,Brain - Spinal cord (cervical c-1),F,8.213,0.327,0.314,Medium,Medium,8.213,9.342,-0.167,0.658,0.622,UBERON:0006469
248181,4308,Brain - Substantia nigra,F,5.338,0.153,0.118,Low,Low,5.338,4.566,0.187,0.658,0.622,UBERON:0002038
248183,4308,Breast - Mammary Tissue,F,21.11,0.653,0.627,Medium,Medium,21.11,17.605,0.249,0.658,0.622,UBERON:0001911
248191,4308,Colon - Sigmoid,F,22.63,0.776,0.745,High,Medium,22.63,22.4,0.014,0.658,0.622,UBERON:0001159
248193,4308,Colon - Transverse,F,17.38,0.51,0.49,Medium,Medium,17.38,16.775,0.048,0.658,0.622,UBERON:0001157
248195,4308,Esophagus - Gastroesophageal Junction,F,21.45,0.714,0.686,Medium,Medium,21.45,20.18,0.084,0.658,0.622,UBERON:0007650
248197,4308,Esophagus - Mucosa,F,11.08,0.367,0.353,Medium,Medium,11.08,11.4,-0.038,0.658,0.622,UBERON:0002469
248199,4308,Esophagus - Muscularis,F,19.925,0.592,0.569,Medium,Medium,19.925,19.62,0.021,0.658,0.622,UBERON:0004648
248201,4308,Fallopian Tube,F,27.18,0.898,0.902,High,High,,,,0.658,0.622,UBERON:0003889
248202,4308,Heart - Atrial Appendage,F,7.562,0.276,0.255,Medium,Medium,7.562,7.938,-0.062,0.658,0.622,UBERON:0006618
248204,4308,Heart - Left Ventricle,F,5.793,0.204,0.216,Low,Low,5.793,4.878,0.209,0.658,0.622,UBERON:0002084
248206,4308,Kidney - Cortex,F,17.98,0.551,0.51,Medium,Medium,17.98,5.974,1.444,0.658,0.622,UBERON:0001225
248208,4308,Liver,F,5.569,0.194,0.196,Low,Low,5.569,4.858,0.165,0.658,0.622,UBERON:0002107
248210,4308,Lung,F,23.78,0.796,0.784,High,High,23.78,25.75,-0.11,0.658,0.622,UBERON:0002048
248212,4308,Minor Salivary Gland,F,14.565,0.48,0.451,Medium,Medium,14.565,13.95,0.058,0.658,0.622,UBERON:0001830
248214,4308,Muscle - Skeletal,F,8.183,0.316,0.294,Medium,Medium,8.183,7.138,0.174,0.658,0.622,UBERON:0001134
248216,4308,Nerve - Tibial,F,26.69,0.878,0.863,High,High,26.69,25.48,0.064,0.658,0.622,UBERON:0001323
248218,4308,Ovary,F,26.76,0.888,0.882,High,High,,,,0.658,0.622,UBERON:0000992
248219,4308,Pancreas,F,9.448,0.357,0.333,Medium,Medium,9.448,9.325,0.017,0.658,0.622,UBERON:0001264
248221,4308,Pituitary,F,14,0.469,0.431,Medium,Medium,14,13.455,0.053,0.658,0.622,UBERON:0000007
248223,4308,Prostate,M,22.03,0.735,0.787,Medium,High,,,,0.658,0.68,UBERON:0002367
248224,4308,Skin - Not Sun Exposed (Suprapubic),F,13.72,0.439,0.392,Medium,Medium,13.72,13.17,0.055,0.658,0.622,UBERON:0002097
248226,4308,Skin - Sun Exposed (Lower leg),F,13.73,0.449,0.412,Medium,Medium,13.73,13.51,0.022,0.658,0.622,UBERON:002097
248228,4308,Small Intestine - Terminal Ileum,F,23.37,0.786,0.765,High,High,23.37,21.89,0.09,0.658,0.622,UBERON:0002116
248230,4308,Spleen,F,44.16,0.99,1,High,High,44.16,40.59,0.119,0.658,0.622,UBERON:0002106
248232,4308,Stomach,F,11.535,0.388,0.373,Medium,Medium,11.535,11.79,-0.029,0.658,0.622,UBERON:0000945
248234,4308,Testis,M,32.07,0.929,0.936,High,High,,,,0.658,0.68,UBERON:0000473
248235,4308,Thyroid,F,19.11,0.561,0.529,Medium,Medium,19.11,17.89,0.09,0.658,0.622,UBERON:0002046
248237,4308,Uterus,F,33.4,0.949,0.941,High,High,,,,0.658,0.622,UBERON:0000995
248238,4308,Vagina,F,21.115,0.663,0.647,Medium,Medium,,,,0.658,0.622,UBERON:0000996
248239,4308,Whole Blood,F,37.22,0.959,0.961,High,High,37.22,32.945,0.171,0.658,0.622,UBERON:0000178
1718392,5486,Adipose - Subcutaneous,F,0.638,0.316,0.275,Medium,Medium,0.638,0.615,0.02,0.598,0.429,UBERON:0002190
1718394,5486,Adipose - Visceral (Omentum),F,0.726,0.454,0.412,Medium,Medium,0.726,0.789,-0.052,0.598,0.429,UBERON:0014454
1718396,5486,Adrenal Gland,F,0.962,0.806,0.784,High,High,0.962,0.843,0.09,0.598,0.429,UBERON:0002369
1718398,5486,Artery - Aorta,F,0.72,0.429,0.392,Medium,Medium,0.72,0.627,0.08,0.598,0.429,UBERON:0000947
1718400,5486,Artery - Coronary,F,0.773,0.551,0.51,Medium,Medium,0.773,0.77,0.002,0.598,0.429,UBERON:0001621
1718402,5486,Artery - Tibial,F,0.746,0.49,0.451,Medium,Medium,0.746,0.766,-0.016,0.598,0.429,UBERON:0007610
1718406,5486,Brain - Amygdala,F,0.643,0.337,0.314,Medium,Medium,0.643,0.651,-0.007,0.598,0.429,UBERON:0001876
1718408,5486,Brain - Anterior cingulate cortex (BA24),F,0.902,0.724,0.647,Medium,Medium,0.902,0.873,0.022,0.598,0.429,UBERON:0009835
1718410,5486,Brain - Caudate (basal ganglia),F,0.767,0.51,0.471,Medium,Medium,0.767,0.679,0.074,0.598,0.429,UBERON:0002420
1718412,5486,Brain - Cerebellar Hemisphere,F,0.92,0.745,0.686,Medium,Medium,0.92,0.805,0.089,0.598,0.429,UBERON:0002245
1718414,5486,Brain - Cerebellum,F,0.838,0.643,0.569,Medium,Medium,0.838,0.827,0.009,0.598,0.429,UBERON:0002037
1718416,5486,Brain - Cortex,F,0.913,0.735,0.667,Medium,Medium,0.913,0.808,0.081,0.598,0.429,UBERON:0000956
1718418,5486,Brain - Frontal Cortex (BA9),F,1.172,0.939,0.961,High,High,1.172,1.174,-0.001,0.598,0.429,UBERON:0001870
1718420,5486,Brain - Hippocampus,F,0.769,0.526,0.49,Medium,Medium,0.769,0.718,0.042,0.598,0.429,UBERON:0022430
1718422,5486,Brain - Hypothalamus,F,0.783,0.561,0.529,Medium,Medium,0.783,0.871,-0.07,0.598,0.429,UBERON:0001898
1718424,5486,Brain - Nucleus accumbens (basal ganglia),F,0.969,0.816,0.804,High,High,0.969,0.813,0.119,0.598,0.429,UBERON:0001882
1718426,5486,Brain - Putamen (basal ganglia),F,0.493,0.163,0.157,Low,Low,0.493,0.505,-0.012,0.598,0.429,UBERON:0001874
1718428,5486,Brain - Spinal cord (cervical c-1),F,0.991,0.847,0.843,High,High,0.991,1.126,-0.095,0.598,0.429,UBERON:0006469
1718430,5486,Brain - Substantia nigra,F,0.934,0.755,0.706,High,Medium,0.934,0.721,0.168,0.598,0.429,UBERON:0002038
1718432,5486,Breast - Mammary Tissue,F,0.878,0.709,0.618,Medium,Medium,0.878,0.726,0.122,0.598,0.429,UBERON:0001911
1718440,5486,Colon - Sigmoid,F,0.544,0.204,0.196,Low,Low,0.544,0.636,-0.083,0.598,0.429,UBERON:0001159
1718442,5486,Colon - Transverse,F,0.507,0.184,0.176,Low,Low,0.507,0.476,0.03,0.598,0.429,UBERON:0001157
1718444,5486,Esophagus - Gastroesophageal Junction,F,0.65,0.347,0.333,Medium,Medium,0.65,0.615,0.031,0.598,0.429,UBERON:0007650
1718446,5486,Esophagus - Mucosa,F,0.353,0.092,0.098,Low,Low,0.353,0.364,-0.012,0.598,0.429,UBERON:0002469
1718448,5486,Esophagus - Muscularis,F,0.639,0.327,0.294,Medium,Medium,0.639,0.624,0.013,0.598,0.429,UBERON:0004648
1718450,5486,Fallopian Tube,F,0.667,0.378,0.353,Medium,Medium,,,,0.598,0.429,UBERON:0003889
1718451,5486,Heart - Atrial Appendage,F,1.153,0.929,0.941,High,High,1.153,1.15,0.002,0.598,0.429,UBERON:0006618
1718453,5486,Heart - Left Ventricle,F,0.95,0.791,0.755,High,High,0.95,0.658,0.234,0.598,0.429,UBERON:0002084
1718455,5486,Kidney - Cortex,F,0.95,0.791,0.755,High,High,0.95,0.769,0.141,0.598,0.429,UBERON:0001225
1718457,5486,Liver,F,0.553,0.224,0.235,Low,Low,0.553,0.463,0.086,0.598,0.429,UBERON:0002107
1718459,5486,Lung,F,0.718,0.413,0.373,Medium,Medium,0.718,0.702,0.013,0.598,0.429,UBERON:0002048
1718461,5486,Minor Salivary Gland,F,0.941,0.765,0.725,High,Medium,0.941,0.946,-0.004,0.598,0.429,UBERON:0001830
1718463,5486,Muscle - Skeletal,F,0.55,0.214,0.216,Low,Low,0.55,0.524,0.024,0.598,0.429,UBERON:0001134
1718465,5486,Nerve - Tibial,F,1.317,0.99,1,High,High,1.317,1.197,0.077,0.598,0.429,UBERON:0001323
1718467,5486,Ovary,F,0.878,0.709,0.618,Medium,Medium,,,,0.598,0.429,UBERON:0000992
1718468,5486,Pancreas,F,0.45,0.112,0.118,Low,Low,0.45,0.468,-0.018,0.598,0.429,UBERON:0001264
1718470,5486,Pituitary,F,1.008,0.878,0.902,High,High,1.008,0.978,0.022,0.598,0.429,UBERON:0000007
1718472,5486,Prostate,M,0.732,0.469,0.532,Medium,Medium,,,,0.598,0.611,UBERON:0002367
1718473,5486,Skin - Not Sun Exposed (Suprapubic),F,0.478,0.153,0.137,Low,Low,0.478,0.609,-0.123,0.598,0.429,UBERON:0002097
1718475,5486,Skin - Sun Exposed (Lower leg),F,0.584,0.235,0.255,Low,Medium,0.584,0.623,-0.035,0.598,0.429,UBERON:002097
1718477,5486,Small Intestine - Terminal Ileum,F,0.268,0.061,0.059,Low,Low,0.268,0.312,-0.049,0.598,0.429,UBERON:0002116
1718479,5486,Spleen,F,0.273,0.071,0.078,Low,Low,0.273,0.219,0.063,0.598,0.429,UBERON:0002106
1718481,5486,Stomach,F,0.824,0.612,0.549,Medium,Medium,0.824,0.85,-0.02,0.598,0.429,UBERON:0000945
1718483,5486,Testis,M,1.841,1,1,High,High,,,,0.598,0.611,UBERON:0000473
1718484,5486,Thyroid,F,0.734,0.48,0.431,Medium,Medium,0.734,0.831,-0.079,0.598,0.429,UBERON:0002046
1718486,5486,Uterus,F,0.97,0.827,0.824,High,High,,,,0.598,0.429,UBERON:0000995
1718487,5486,Vagina,F,0.874,0.694,0.588,Medium,Medium,,,,0.598,0.429,UBERON:0000996
1718488,5486,Whole Blood,F,0.073,0.02,0.02,Low,Low,0.073,0.053,0.027,0.598,0.429,UBERON:0000178
325344,5926,Adipose - Subcutaneous,F,7.08,0.643,0.608,Medium,Medium,7.08,7.179,-0.018,0.699,0.694,UBERON:0002190
325346,5926,Adipose - Visceral (Omentum),F,5.648,0.449,0.451,Medium,Medium,5.648,5.871,-0.048,0.699,0.694,UBERON:0014454
325348,5926,Adrenal Gland,F,6.306,0.571,0.529,Medium,Medium,6.306,5.984,0.065,0.699,0.694,UBERON:0002369
325350,5926,Artery - Aorta,F,7.823,0.765,0.706,High,Medium,7.823,7.723,0.016,0.699,0.694,UBERON:0000947
325352,5926,Artery - Coronary,F,8.566,0.806,0.745,High,Medium,8.566,8.15,0.064,0.699,0.694,UBERON:0001621
325354,5926,Artery - Tibial,F,6.56,0.582,0.549,Medium,Medium,6.56,6.64,-0.015,0.699,0.694,UBERON:0007610
325358,5926,Brain - Amygdala,F,3.887,0.163,0.157,Low,Low,3.887,3.277,0.192,0.699,0.694,UBERON:0001876
325360,5926,Brain - Anterior cingulate cortex (BA24),F,3.811,0.153,0.137,Low,Low,3.811,3.419,0.123,0.699,0.694,UBERON:0009835
325362,5926,Brain - Caudate (basal ganglia),F,4.394,0.276,0.255,Medium,Medium,4.394,4.345,0.013,0.699,0.694,UBERON:0002420
325364,5926,Brain - Cerebellar Hemisphere,F,11.17,0.949,0.941,High,High,11.17,10.965,0.025,0.699,0.694,UBERON:0002245
325366,5926,Brain - Cerebellum,F,9.641,0.867,0.863,High,High,9.641,10.155,-0.068,0.699,0.694,UBERON:0002037
325368,5926,Brain - Cortex,F,4.16,0.224,0.216,Low,Low,4.16,4.312,-0.042,0.699,0.694,UBERON:0000956
325370,5926,Brain - Frontal Cortex (BA9),F,4.729,0.296,0.294,Medium,Medium,4.729,4.744,-0.004,0.699,0.694,UBERON:0001870
325372,5926,Brain - Hippocampus,F,4.049,0.214,0.196,Low,Low,4.049,4.044,0.001,0.699,0.694,UBERON:0022430
325374,5926,Brain - Hypothalamus,F,4.542,0.286,0.275,Medium,Medium,4.542,4.804,-0.067,0.699,0.694,UBERON:0001898
325376,5926,Brain - Nucleus accumbens (basal ganglia),F,4.913,0.327,0.314,Medium,Medium,4.913,4.921,-0.002,0.699,0.694,UBERON:0001882
325378,5926,Brain - Putamen (basal ganglia),F,3.594,0.143,0.118,Low,Low,3.594,3.399,0.063,0.699,0.694,UBERON:0001874
325380,5926,Brain - Spinal cord (cervical c-1),F,6.616,0.602,0.588,Medium,Medium,6.616,7.341,-0.131,0.699,0.694,UBERON:0006469
325382,5926,Brain - Substantia nigra,F,3.9,0.184,0.176,Low,Low,3.9,3.906,-0.002,0.699,0.694,UBERON:0002038
325384,5926,Breast - Mammary Tissue,F,8.766,0.816,0.765,High,High,8.766,6.63,0.356,0.699,0.694,UBERON:0001911
